"AvgUsg_mhz","AvgUsg_pct","MaxUsg_mhz","MaxUsg_pct","MinUsg_mhz","MinUsg_pct","SumRdy_ms","SumSwpWait_ms","AvgDemand_MHz","AvgLat_pct","Entitle_MHz","SumCostop_ms","SumIdle_ms","SumMaxLtd_ms","SumOverlap_ms","SumRun_ms","SumSys_ms","SumUsd_ms","SumWait_ms","AvgRd_KBps","AvgUsg_KBps","AvgWr_KBps","MaxTotLat_ms","MaxUsg_KBps","MinUsg_KBps",AvgCmds,AvgRd,"AvgTotRdLat_ms","AvgTotWrLat_ms",AvgWr,SumBusResets,SumCmds,SumCmdsAbort,SumRd,SumWr,"AvgActWr_KB","AvgAct_KB","AvgCmpd_KB","AvgCmpnRate_KBps","AvgConsum_KB","AvgDecmpnRate_KBps","AvgGrtd_KB","AvgOvrhdMax_KB","AvgOvrhd_KB","AvgShrd_KB","AvgSwpIRate_KBps","AvgSwpIn_KB","AvgSwpORate_KBps","AvgSwpOut_KB","AvgSwpTarg_KB","AvgSwpd_KB","AvgVmctlTarg_KB","AvgVmctl_KB","AvgZero_KB","MaxAct_KB","MaxConsum_KB","MaxGrtd_KB","MaxOvrhd_KB","MaxShrd_KB","MaxSwpIn_KB","MaxSwpOut_KB","MaxSwpTarg_KB","MaxSwpd_KB","MaxVmctlTarg_KB","MaxVmctl_KB","MaxZero_KB","MinAct_KB","MinConsum_KB","MinGrtd_KB","MinOvrhd_KB","MinShrd_KB","MinSwpIn_KB","MinSwpOut_KB","MinSwpTarg_KB","MinSwpd_KB","MinVmctlTarg_KB","MinVmctl_KB","MinZero_KB","ZipSaved_KB","Zipped_KB","AvgEntitle_KB","AvgLlSwapUsd_KB","AvgLlSwpIRate_KBps","AvgLlSwpORate_KBps","AvgOvrhdTouch_KB","AvgRvcd_KBps","AvgXmit_KBps","AvgBRx_KBps","AvgBTx_KBps",SumBroadcastRx,SumBroadcastTx,SumDropRx,SumDropTx,SumMulticastRx,SumMulticastTx,SumPktsRx,SumPktsTx,"SumEnergy_j","ActAvg15m_pct","ActAvg1m_pct","ActAvg5m_pct","ActPk15m_pct","ActPk1m_pct","ActPk5m_pct","MaxLtd15_pct","MaxLtd1_pct","MaxLtd5_pct","RunAvg15m_pct","RunAvg1m_pct","RunAvg5m_pct","RunPk15m_pct","RunPk1m_pct","RunPk5m_pct",SmplCnt,"SmplPrd_ms",SumHeartbeat,"Uptime_sec","OsUptime_sec",RdLoadMetric,RdOIO,WrLoadMetric,WrOIO
"2490.000000","40.695000","2490.000000","40.695000","2490.000000","40.695000","852.000000","0.000000",,,,,,,,,,,,"0.000000","334.500000","669.000000","15.000000","334.500000","334.500000",,,,,,,,,,,"1132460.000000","1216348.000000","0.000000","0.000000","2073320.000000","0.000000","2092704.000000","129468.000000","44548.000000","30124.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","9120.000000","1216348.000000","2073320.000000","2092704.000000","44548.000000","30124.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","9120.000000","1216348.000000","2073320.000000","2092704.000000","44548.000000","30124.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","9120.000000","0.000000","0.000000",,,,,,"0.000000","0.000000",,,,,,,,,,,"0.000000","104.000000","100.000000","103.000000","115.000000","115.000000","115.000000","0.000000","0.000000","0.000000","95.000000","97.000000","97.000000","113.000000","115.000000","113.000000","160.000000","6000.000000","0.000000","738083.000000",,,,,
"2638.000000","41.390000","2638.000000","41.390000","2638.000000","41.390000","1101.000000","0.000000",,,,,,,,,,,,"7.000000","480.000000","952.000000","10.000000","480.000000","480.000000",,,,,,,,,,,"1132460.000000","1216348.000000","0.000000","0.000000","2073100.000000","0.000000","2092704.000000","129468.000000","44548.000000","30384.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","9160.000000","1216348.000000","2073100.000000","2092704.000000","44548.000000","30384.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","9160.000000","1216348.000000","2073100.000000","2092704.000000","44548.000000","30384.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","9160.000000","0.000000","0.000000",,,,,,"0.000000","1.000000",,,,,,,,,,,"0.000000","105.000000","101.000000","103.000000","115.000000","111.000000","111.000000","0.000000","0.000000","0.000000","97.000000","96.000000","97.000000","113.000000","107.000000","107.000000","160.000000","6000.000000","0.000000","738103.000000",,,,,
"2310.000000","39.850000","2310.000000","39.850000","2310.000000","39.850000","766.000000","0.000000",,,,,,,,,,,,"0.000000","476.000000","950.000000","19.000000","476.000000","476.000000",,,,,,,,,,,"1132460.000000","1216348.000000","0.000000","0.000000","2073000.000000","0.000000","2092704.000000","129468.000000","44548.000000","30568.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","9184.000000","1216348.000000","2073000.000000","2092704.000000","44548.000000","30568.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","9184.000000","1216348.000000","2073000.000000","2092704.000000","44548.000000","30568.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","9184.000000","0.000000","0.000000",,,,,,"0.000000","1.000000",,,,,,,,,,,"0.000000","106.000000","98.000000","103.000000","115.000000","111.000000","111.000000","0.000000","0.000000","0.000000","98.000000","93.000000","97.000000","113.000000","107.000000","107.000000","160.000000","6000.000000","0.000000","738123.000000",,,,,
"976.000000","30.580000","976.000000","30.580000","976.000000","30.580000","473.000000","0.000000",,,,,,,,,,,,"0.000000","257.000000","514.000000","6526.000000","257.000000","257.000000",,,,,,,,,,,"1027604.000000","1090516.000000","0.000000","0.000000","2073184.000000","0.000000","2092704.000000","129468.000000","44548.000000","30808.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","9220.000000","1090516.000000","2073184.000000","2092704.000000","44548.000000","30808.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","9220.000000","1090516.000000","2073184.000000","2092704.000000","44548.000000","30808.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","9220.000000","0.000000","0.000000",,,,,,"0.000000","0.000000",,,,,,,,,,,"0.000000","105.000000","81.000000","99.000000","115.000000","111.000000","111.000000","0.000000","0.000000","0.000000","97.000000","76.000000","93.000000","113.000000","107.000000","107.000000","160.000000","6000.000000","0.000000","738143.000000",,,,,
"1399.000000","32.570000","1399.000000","32.570000","1399.000000","32.570000","611.000000","0.000000",,,,,,,,,,,,"27.000000","331.500000","636.000000","4477.000000","331.500000","331.500000",,,,,,,,,,,"1027604.000000","1090516.000000","0.000000","0.000000","2072828.000000","0.000000","2092704.000000","129468.000000","44548.000000","31028.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","9228.000000","1090516.000000","2072828.000000","2092704.000000","44548.000000","31028.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","9228.000000","1090516.000000","2072828.000000","2092704.000000","44548.000000","31028.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","9228.000000","0.000000","0.000000",,,,,,"0.000000","0.000000",,,,,,,,,,,"0.000000","104.000000","65.000000","94.000000","115.000000","103.000000","109.000000","0.000000","0.000000","0.000000","96.000000","58.000000","88.000000","113.000000","95.000000","106.000000","160.000000","6000.000000","0.000000","738163.000000",,,,,
"2530.000000","37.880000","2530.000000","37.880000","2530.000000","37.880000","602.000000","0.000000",,,,,,,,,,,,"0.000000","458.000000","913.000000","460.000000","458.000000","458.000000",,,,,,,,,,,"1027604.000000","1090516.000000","0.000000","0.000000","2072764.000000","0.000000","2092704.000000","129468.000000","44548.000000","31144.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","9244.000000","1090516.000000","2072764.000000","2092704.000000","44548.000000","31144.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","9244.000000","1090516.000000","2072764.000000","2092704.000000","44548.000000","31144.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","9244.000000","0.000000","0.000000",,,,,,"1.000000","0.000000",,,,,,,,,,,"0.000000","105.000000","67.000000","95.000000","115.000000","104.000000","109.000000","0.000000","0.000000","0.000000","97.000000","60.000000","89.000000","113.000000","97.000000","106.000000","160.000000","6000.000000","0.000000","738183.000000",,,,,
"1764.000000","32.285000","1764.000000","32.285000","1764.000000","32.285000","662.000000","0.000000",,,,,,,,,,,,"53.000000","11367.000000","22679.000000","167.000000","11367.000000","11367.000000",,,,,,,,,,,"943716.000000","1006632.000000","0.000000","0.000000","2072832.000000","0.000000","2092704.000000","129468.000000","44548.000000","31000.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","9248.000000","1006632.000000","2072832.000000","2092704.000000","44548.000000","31000.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","9248.000000","1006632.000000","2072832.000000","2092704.000000","44548.000000","31000.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","9248.000000","0.000000","0.000000",,,,,,"0.000000","1.000000",,,,,,,,,,,"0.000000","104.000000","79.000000","93.000000","115.000000","104.000000","109.000000","0.000000","0.000000","0.000000","96.000000","71.000000","88.000000","113.000000","97.000000","106.000000","160.000000","6000.000000","0.000000","738203.000000",,,,,
"2557.000000","36.010000","2557.000000","36.010000","2557.000000","36.010000","526.000000","0.000000",,,,,,,,,,,,"9.000000","1922.500000","3828.000000","17.000000","1922.500000","1922.500000",,,,,,,,,,,"943716.000000","1006632.000000","0.000000","0.000000","2073048.000000","0.000000","2092704.000000","129468.000000","44548.000000","31196.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","9280.000000","1006632.000000","2073048.000000","2092704.000000","44548.000000","31196.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","9280.000000","1006632.000000","2073048.000000","2092704.000000","44548.000000","31196.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","9280.000000","0.000000","0.000000",,,,,,"0.000000","8.000000",,,,,,,,,,,"0.000000","104.000000","92.000000","93.000000","115.000000","105.000000","109.000000","0.000000","0.000000","0.000000","96.000000","86.000000","87.000000","113.000000","104.000000","105.000000","160.000000","6000.000000","0.000000","738223.000000",,,,,
"1743.000000","32.185000","1743.000000","32.185000","1743.000000","32.185000","581.000000","0.000000",,,,,,,,,,,,"828.000000","5305.000000","9768.000000","22.000000","5305.000000","5305.000000",,,,,,,,,,,"943716.000000","1006632.000000","0.000000","0.000000","2072736.000000","0.000000","2092704.000000","129468.000000","44548.000000","31608.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","9504.000000","1006632.000000","2072736.000000","2092704.000000","44548.000000","31608.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","9504.000000","1006632.000000","2072736.000000","2092704.000000","44548.000000","31608.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","9504.000000","0.000000","0.000000",,,,,,"0.000000","12.000000",,,,,,,,,,,"0.000000","104.000000","81.000000","91.000000","115.000000","105.000000","109.000000","0.000000","0.000000","0.000000","96.000000","76.000000","85.000000","113.000000","104.000000","105.000000","160.000000","6000.000000","0.000000","738243.000000",,,,,
"2762.000000","36.475000","2762.000000","36.475000","2762.000000","36.475000","703.000000","0.000000",,,,,,,,,,,,"0.000000","620.500000","1241.000000","7.000000","620.500000","620.500000",,,,,,,,,,,"922744.000000","985660.000000","0.000000","0.000000","2072552.000000","0.000000","2092704.000000","129468.000000","44548.000000","32284.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","9800.000000","985660.000000","2072552.000000","2092704.000000","44548.000000","32284.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","9800.000000","985660.000000","2072552.000000","2092704.000000","44548.000000","32284.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","9800.000000","0.000000","0.000000",,,,,,"0.000000","0.000000",,,,,,,,,,,"0.000000","104.000000","91.000000","91.000000","115.000000","109.000000","109.000000","0.000000","0.000000","0.000000","96.000000","86.000000","85.000000","113.000000","109.000000","106.000000","160.000000","6000.000000","0.000000","738263.000000",,,,,
